,기업코드,기업명,수익성,효율성,퀄리티,변동성,종목분류지표,index_set,index_num,news_date,news_summary
644,9240,한샘,p,E,q,V,pEqV,"[94, 532, 859]",94,2024-07-26 08:00:21,"뉴스 풀이 : 
미국 대선이 다가오는 가운데, 공화당 대선 후보인 도널드 트럼프 전 대통령이 '엔저 현상'을 비판하자 엔화 약세가 점차 완화되고 있습니다. 이에 엔화 반등에 대한 수혜를 기대할 수 있는 상장지수펀드(ETF)에 관심이 쏠리고 있습니다.

최근 한 달 동안 개인 투자자들은 미국 30년 국채에 투자하며 저평가된 엔화 상승에 베팅할 수 있는 'RISE 미국30년국채엔화노출(합성H)'을 129억원어치 순매수했습니다.

이는 트럼프 전 대통령이 엔화 약세를 문제삼자 엔화 가치가 상승세로 돌아선 영향으로 풀이됩니다.

그동안 '슈퍼 엔저'가 지속되면서 100엔당 850원대까지 추락했지만 해당 발언 이후 점차 오름세를 보이며 반등하기 시작했습니다. 전일 장중에는 911.13원까지 치솟았는데 이는 지난 2월 1일(912.82원) 이후 가장 높은 수준입니다.

업계에서는 각종 호재에 힘입어 엔화 강세가 일시적인 현상이 아닌 중장기적으로 이어질 것이란 전망이 우세합니다.

용어 설명 : 
*엔저 : 엔화의 가치가 떨어지는 현상
*상장지수펀드(ETF) : 특정 지수의 수익률을 추적하는 인덱스 펀드를 거래소에 상장시켜 주식처럼 거래할 수 있도록 한 펀드
*슈퍼 엔저 : 장기간 지속되는 엔화의 가치 하락 현상"
645,20000,한섬,p,e,Q,V,peQV,[128],128,2024-07-25 18:25:09,"뉴스 풀이 : 
최근 엔화와 달러의 가치가 상승하면서 원화의 가치가 하락하고 있습니다. 25일 엔화 가치가 급등하면서 원·엔 재정환율은 장중 911원까지 올랐고, 원·달러 환율도 상승하며 원화 약세를 부추겼습니다. 이는 일본과 미국의 통화정책 전환점이 가까워졌다는 기대감이 엔화와 달러의 가치를 상승시킨 것으로 보입니다.

용어 설명 : 
*통화정책 : 한 나라의 화폐(돈)와 관련된 정책으로, 중앙은행이 화폐의 양이나 금리를 조절하여 경제를 안정시키고 성장을 촉진하는 정책입니다.
*재정환율 : 두 나라 통화 간의 환율을 간접적으로 계산한 환율입니다.
*트리거 : 경제에서 어떤 사건이 계기가 되어 급격한 변화를 일으키는 것을 말합니다."
647,105630,한세실업,p,e,Q,V,peQV,[427],427,2024-07-23 18:26:18,"뉴스 풀이: 
올해 상반기에 석유화학, 건설, 유통, 게임 업종 기업들의 신용등급이 빠르게 하향 조정되었습니다. 하반기에는 부동산 프로젝트 파이낸싱(PF) 관련 위험과 대손충당금 적립 부담 증가 등으로 인해 금융 업종의 추가적인 신용도 하락 압력이 존재합니다.

한국신용평가는 금리 인하가 4분기에 시작될 것으로 예상하지만, 금리 인하는 점진적이고 완만하게 진행될 것이며 이미 상반기에 시장금리가 정책금리 인하를 어느 정도 반영했기 때문에 금리 하락의 효과는 단기간에 지켜봐야 한다고 밝혔습니다.

기업 부문에서는 유통, 석유화학, 이차전지, 건설, 게임 업종의 산업 전망이 '비우호적'이며, 금융 부문에서는 증권, 캐피탈, 저축은행, 부동산신탁 업종의 산업 전망이 '비우호적'입니다.

용어 설명 : 
*대손충당금 : 은행이 대출한 돈을 돌려받지 못할 것에 대비하여 쌓아놓는 돈
*프로젝트 파이낸싱(PF) : 은행 등 금융기관이 특정 사업의 사업성을 보고 자금을 지원하는 금융기법
*크레딧 : 기업의 재무상태나 경영성과를 바탕으로 기업의 신용도를 평가하는 것"
657,4960,한신공영,P,e,q,V,PeqV,[427],427,2024-07-23 18:26:18,"뉴스 풀이: 
올해 상반기에 석유화학, 건설, 유통, 게임 업종 기업들의 신용등급이 빠르게 하향 조정되었습니다. 하반기에는 부동산 프로젝트 파이낸싱(PF) 관련 위험과 대손충당금 적립 부담 증가 등으로 인해 금융 업종의 추가적인 신용도 하락 압력이 존재합니다.

한국신용평가는 금리 인하가 4분기에 시작될 것으로 예상하지만, 금리 인하는 점진적이고 완만하게 진행될 것이며 이미 상반기에 시장금리가 정책금리 인하를 어느 정도 반영했기 때문에 금리 하락의 효과는 단기간에 지켜봐야 한다고 밝혔습니다.

기업 부문에서는 유통, 석유화학, 이차전지, 건설, 게임 업종의 산업 전망이 '비우호적'이며, 금융 부문에서는 증권, 캐피탈, 저축은행, 부동산신탁 업종의 산업 전망이 '비우호적'입니다.

용어 설명 : 
*대손충당금 : 은행이 대출한 돈을 돌려받지 못할 것에 대비하여 쌓아놓는 돈
*프로젝트 파이낸싱(PF) : 은행 등 금융기관이 특정 사업의 사업성을 보고 자금을 지원하는 금융기법
*크레딧 : 기업의 재무상태나 경영성과를 바탕으로 기업의 신용도를 평가하는 것"
659,18880,한온시스템,P,e,q,V,PeqV,[409],409,2024-07-24 06:00:00,"뉴스 풀이: 
미국 대통령 선거에서 바이든 대통령이 후보를 사퇴한 이후, 카멀라 해리스 부통령이 주목받고 있습니다. 해리스 부통령은 환경 규제를 강조하고 마리화나 합법화를 주장하며, 전기차 보조금 관련 정책을 지속할 것으로 예상됩니다. 이에 따라 태양광, 풍력 관련 기업이나 탄소 중립 관련 기업, 의료용 대마 진출 기업, 전기차 및 배터리 관련주가 수혜를 입을 것으로 예상됩니다.

용어 설명 : 
* 트럼프 트레이드: 트럼프 대통령이 당선될 경우 수혜를 입을 것으로 예상되는 종목에 투자하는 것을 말합니다.
* 해리스 트레이드: 해리스 부통령이 당선될 경우 수혜를 입을 것으로 예상되는 종목에 투자하는 것을 말합니다.
* 탄소 중립: 이산화탄소를 배출한 만큼 이산화탄소를 흡수하여 이산화탄소의 실질적인 배출량을 '0'으로 만드는 것을 말합니다.
* 마리화나: 대마초의 잎과 꽃에서 얻어지는 마약류 물질로, 환각제로 사용됩니다.
* 가상자산: 디지털 형태의 화폐나 자산을 말합니다. 대표적인 가상자산으로는 비트코인, 이더리움 등이 있습니다."
660,9420,한올바이오파마,P,E,Q,v,PEQv,[169],169,2024-07-25 15:57:12,"뉴스 풀이 : 
최근 원/달러 환율은 1,380원대 중후반대에서 방향성을 보이지 않고 있습니다. 연방기금금리 선물시장에 반영된 연준의 9월 기준금리 인하 기대는 90%를 넘긴 상황입니다. 이번 주에는 미국 2/4분기 실질 GDP 성장률과 PCE 물가가 발표될 예정입니다. 미국 GDP 성장률은 지난 분기보다 높아질 것으로 예상되며, PCE 물가는 5월보다 낮아질 것으로 보입니다. 이렇게 성장률이 나쁘지 않고 물가가 안정적으로 내려오는 것이 확인되면, 연준의 기준금리 인하 기대는 계속 지지 받을 것입니다. 

용어 설명 :
*연방기금금리 선물시장 : 연방기금금리의 미래 값을 예측하여 거래하는 시장
*OIS선도금리 : Overnight Index Swap의 약자로, 하루짜리 초단기 대출금리. 금융시장의 유동성을 파악하는 중요한 지표
*PCE 물가 : 개인소비지출 물가. 미국의 물가상승률을 나타내는 지표 중 하나"
666,51600,한전KPS,p,e,Q,V,peQV,[686],686,2024-07-22 08:53:06,"뉴스 풀이: 
한국수력원자력을 중심으로 한 '팀코리아'가 체코의 새로운 원자력 발전소 2기를 건설하는 사업의 우선 협상 대상자로 선정되면서, 관련된 주식들이 크게 올랐습니다. 하지만 빠르게 올랐던 주가가 다시 내려가면서 투자자들이 실망하고 있습니다.

용어 설명 : 
*우선 협상 대상자: 경쟁 입찰에서 가장 유리한 조건을 제시한 기업이나 단체
*원전: 원자력 발전소, 원자핵 분열 반응을 이용하여 전기를 생산하는 발전소

기사에서 말하고자 하는 증권 또는 주식의 긍정/부정/중립 : 
원전 관련 주식들이 크게 올랐지만, 빠르게 다시 내려가면서 투자자들이 실망하고 있습니다. 하지만 증권가에서는 여전히 원전주에 대한 기대감을 가지고 있으며, 앞으로 원전 건설의 중요한 요소인 금융 조달 가능성에서 K-원전의 경쟁력이 높아질 것으로 예상하고 있습니다."
667,52690,한전기술,p,E,Q,v,pEQv,[686],686,2024-07-22 08:53:06,"뉴스 풀이: 
한국수력원자력을 중심으로 한 '팀코리아'가 체코의 새로운 원자력 발전소 2기를 건설하는 사업의 우선 협상 대상자로 선정되면서, 관련된 주식들이 크게 올랐습니다. 하지만 빠르게 올랐던 주가가 다시 내려가면서 투자자들이 실망하고 있습니다.

용어 설명 : 
*우선 협상 대상자: 경쟁 입찰에서 가장 유리한 조건을 제시한 기업이나 단체
*원전: 원자력 발전소, 원자핵 분열 반응을 이용하여 전기를 생산하는 발전소

기사에서 말하고자 하는 증권 또는 주식의 긍정/부정/중립 : 
원전 관련 주식들이 크게 올랐지만, 빠르게 다시 내려가면서 투자자들이 실망하고 있습니다. 하지만 증권가에서는 여전히 원전주에 대한 기대감을 가지고 있으며, 앞으로 원전 건설의 중요한 요소인 금융 조달 가능성에서 K-원전의 경쟁력이 높아질 것으로 예상하고 있습니다."
668,130660,한전산업,p,E,Q,V,pEQV,[686],686,2024-07-22 08:53:06,"뉴스 풀이: 
한국수력원자력을 중심으로 한 '팀코리아'가 체코의 새로운 원자력 발전소 2기를 건설하는 사업의 우선 협상 대상자로 선정되면서, 관련된 주식들이 크게 올랐습니다. 하지만 빠르게 올랐던 주가가 다시 내려가면서 투자자들이 실망하고 있습니다.

용어 설명 : 
*우선 협상 대상자: 경쟁 입찰에서 가장 유리한 조건을 제시한 기업이나 단체
*원전: 원자력 발전소, 원자핵 분열 반응을 이용하여 전기를 생산하는 발전소

기사에서 말하고자 하는 증권 또는 주식의 긍정/부정/중립 : 
원전 관련 주식들이 크게 올랐지만, 빠르게 다시 내려가면서 투자자들이 실망하고 있습니다. 하지만 증권가에서는 여전히 원전주에 대한 기대감을 가지고 있으며, 앞으로 원전 건설의 중요한 요소인 금융 조달 가능성에서 K-원전의 경쟁력이 높아질 것으로 예상하고 있습니다."
669,2320,한진,P,e,q,v,Peqv,[164],164,2024-07-25 15:59:13,"뉴스 풀이 : 
올해 국내 주요 대기업 집단 중 시가총액 증가율이 가장 높은 곳은 HD현대그룹으로, 인공지능(AI) 시대가 본격화되면서 이를 감당할 전력 인프라 수요가 급증한 영향을 받았다. HD현대그룹의 시가총액은 연초 34조3150억원에서 61조6407억원으로 79.63% 급증했다. LS그룹도 57.56%늘었다. 반면, 이차전지 열풍에 힘입었던 포스코그룹은 올해 들어 이차전지 거품이 빠지며 30% 넘게 시총이 증발했고, 오너 리스크와 실적 악화 우려가 겹친 카카오그룹 시총도 15조원 가량 급감했다.

용어 설명 :
*캐즘(Chasm) : 원래 지각변동 등의 이유로 인해 지층 사이에 큰 틈이나 협곡이 발생되어 서로 단절됨을 의미하는 지질학 용어로, 마케팅에서는 제품이 출시된 후 대중에게 받아들여지기까지 일시적으로 수요가 정체되거나 후퇴하는 단절 현상을 의미한다."
671,180640,한진칼,p,E,Q,v,pEQv,[128],128,2024-07-25 18:25:09,"뉴스 풀이 : 
최근 엔화와 달러의 가치가 상승하면서 원화의 가치가 하락하고 있습니다. 25일 엔화 가치가 급등하면서 원·엔 재정환율은 장중 911원까지 올랐고, 원·달러 환율도 상승하며 원화 약세를 부추겼습니다. 이는 일본과 미국의 통화정책 전환점이 가까워졌다는 기대감이 엔화와 달러의 가치를 상승시킨 것으로 보입니다.

용어 설명 : 
*통화정책 : 한 나라의 화폐(돈)와 관련된 정책으로, 중앙은행이 화폐의 양이나 금리를 조절하여 경제를 안정시키고 성장을 촉진하는 정책입니다.
*재정환율 : 두 나라 통화 간의 환율을 간접적으로 계산한 환율입니다.
*트리거 : 경제에서 어떤 사건이 계기가 되어 급격한 변화를 일으키는 것을 말합니다."
675,880,한화,P,e,q,v,Peqv,"[237, 253, 313, 319, 372, 570, 851]",237,2024-07-25 08:32:13,"뉴스 풀이: 
문장1. SK증권은 한화에너지가 한화 지분을 공개매수하고 지분가치가 증가함에 따라 한화의 주가가 상승할 것으로 예상했습니다.
문장2. 한화에너지는 김승연 회장의 삼 형제가 지분 100%를 보유하고 있으며, 향후 승계 등의 지배구조 개편 과정에서 핵심 자회사로 역할을 할 것으로 예상됩니다.
문장3. SK증권은 한화의 자회사 중 한화에어로스페이스의 주가가 연초 대비 140% 상승한 것을 언급하며, 전체 상장 자회사의 순자산가치(NAV)가 37% 증가했음에도 한화의 주가가 15% 상승에 그친 것은 과도한 할인율이라고 판단했습니다.
문장4. 하반기 자회사 사업양도에 따른 4395억원의 현금이 유입되면서 배당확대와 재무구조 개선이 예상되며, 질산 생산시설 투자가 종료됨에 따라 내년부터 자본 지출(CAPEX) 안정화가 예상되는 점도 긍정적으로 작용할 것으로 보입니다.
문장5. SK증권은 한화의 목표 주가를 3만4000원에서 3만9000원으로 상향 조정하고, 투자 의견 ‘매수’를 제시했습니다.

용어 설명 : 
*공개매수 : 회사의 경영권을 획득하거나 강화하기 위해 주식을 공개적으로 매수하는 것을 말합니다.
*순자산가치(NAV) : 기업의 자산에서 부채를 뺀 후의 기업의 순자산을 발행 주식 수로 나눈 것을 말합니다.
*자본 지출(CAPEX) : 기업이 미래의 이윤을 창출하기 위해 고정자산을 구매하거나 개발하는 데 사용하는 비용을 말합니다."
677,9830,한화솔루션,P,e,q,v,Peqv,"[94, 97, 409, 427, 575, 603]",427,2024-07-23 18:26:18,"뉴스 풀이: 
올해 상반기에 석유화학, 건설, 유통, 게임 업종 기업들의 신용등급이 빠르게 하향 조정되었습니다. 하반기에는 부동산 프로젝트 파이낸싱(PF) 관련 위험과 대손충당금 적립 부담 증가 등으로 인해 금융 업종의 추가적인 신용도 하락 압력이 존재합니다.

한국신용평가는 금리 인하가 4분기에 시작될 것으로 예상하지만, 금리 인하는 점진적이고 완만하게 진행될 것이며 이미 상반기에 시장금리가 정책금리 인하를 어느 정도 반영했기 때문에 금리 하락의 효과는 단기간에 지켜봐야 한다고 밝혔습니다.

기업 부문에서는 유통, 석유화학, 이차전지, 건설, 게임 업종의 산업 전망이 '비우호적'이며, 금융 부문에서는 증권, 캐피탈, 저축은행, 부동산신탁 업종의 산업 전망이 '비우호적'입니다.

용어 설명 : 
*대손충당금 : 은행이 대출한 돈을 돌려받지 못할 것에 대비하여 쌓아놓는 돈
*프로젝트 파이낸싱(PF) : 은행 등 금융기관이 특정 사업의 사업성을 보고 자금을 지원하는 금융기법
*크레딧 : 기업의 재무상태나 경영성과를 바탕으로 기업의 신용도를 평가하는 것"
678,272210,한화시스템,p,e,Q,V,peQV,"[324, 363, 697, 777, 828]",828,2024-07-24 11:10:49,"뉴스 풀이: 
방위산업 관련 주식들이 최근 강세를 보이고 있습니다. 특히, 한화에어로스페이스와 한화시스템은 함께 52주 최고가를 경신했습니다. 이는 트럼프 전 대통령의 재선 유력에 따른 트럼트 트레이드의 최대 수혜주로 꼽혔기 때문입니다. 
방위산업주는 트럼프 전 대통령이 재선에 성공할 경우 미국 동맹국들의 방위비 증대가 예상되어 방산주 수출에 호재로 인식됩니다. 한화에어로스페이스가 지난 10일 루마니아에 1조3000억원 규모 K9 자주포 수출에 성공한 점도 긍정적인 영향을 미쳤습니다.

용어 설명 : 
*방위산업주 : 국가의 안보와 군사력을 유지하기 위해 필요한 무기나 장비 등을 생산하는 기업들의 주식을 말합니다.
*트럼트 트레이드 : 미국 대통령 선거에서 도널드 트럼프가 당선될 경우, 미국 증시가 상승할 것이라는 예측에 따라 주식을 매수하는 것을 말합니다.
*K9 자주포 : 한국이 개발한 자주포로, 세계적으로 성능을 인정받아 여러 나라에 수출되고 있습니다."
679,12450,한화에어로스페이스,P,E,q,v,PEqv,"[161, 220, 268, 308, 324, 363, 421, 660, 777, 780, 797, 828]",161,2024-07-25 16:15:17,"뉴스 풀이: 
미국 빅테크 기업들의 실적 우려로 외국인들이 국내 증시에서 반도체와 자동차주를 팔고, 상승 폭이 크지 않았던 종목들을 사고 있습니다. 
17일 이후 외국인들은 삼성중공업, LG전자, 한화에어로스페이스 등을 많이 샀으며, KT&G도 많이 샀습니다. 
반면, SK하이닉스, 삼성전자, LG화학 등은 많이 팔았습니다.

용어 설명 : 
*포트폴리오 : 투자자가 보유하고 있는 종목 전체를 의미합니다.
*차익실현 : 주식을 산 가격보다 더 높은 가격에 팔아 이익을 얻는 것을 말합니다.
*순매도 : 주식을 판 금액에서 산 금액을 뺀 값이 마이너스인 경우를 말합니다.
*순매수 : 주식을 산 금액에서 판 금액을 뺀 값이 플러스인 경우를 말합니다."
680,82740,한화엔진,p,E,q,v,pEqv,"[23, 54]",23,2024-07-26 16:39:13,"뉴스 풀이: 
7월 넷째 주, 알고리즘 주식 추천 서비스 중에서 나인어클락이 가장 높은 수익률을 기록했습니다. 나인어클락은 기술적 분석을 기반으로 주가 패턴을 분석하는 알고리즘으로, 추천 후 매도 의견을 제시한 8개 종목의 평균 수익률은 1.5%였습니다. 이는 같은 기간 코스피와 코스닥이 각각 1.14%, 1.5% 하락한 것에 비해 의미 있는 수치입니다. 나인어클락이 높은 수익률을 기록할 수 있도록 도와준 종목은 한화엔진입니다. 한화엔진은 2분기 잠정 매출액과 영업이익이 전년 동기 대비 각각 51%, 49% 증가하며 시장 기대치를 상회했습니다.

용어 설명 : 
*알고리즘 : 문제를 해결하기 위한 절차나 방법을 공식화한 형태로 표현한 것
*기술적 분석 : 과거의 주가나 거래량 등의 데이터를 분석하여 미래의 주가를 예측하는 방법
*코스피 : 국내 주식시장의 대표적인 지수로, 대기업 및 중견기업들이 주로 상장되어 있음
*코스닥 : 중소기업 및 벤처기업들이 주로 상장되어 있는 주식시장
*매수 : 주식을 사는 것
*매도 : 주식을 파는 것"
681,42660,한화오션,P,E,q,v,PEqv,"[18, 19, 50, 71, 81]",18,2024-07-26 16:54:25,"뉴스 풀이: 
문장1. 한화오션이 2분기 적자전환 실적을 발표했습니다. 조선주들의 대부분 상승하는 가운데, 한화오션은 흐름을 타지 못하고 3% 정도 상승했습니다. 
문장2. 증권가에서는 2분기에 한화오션이 181억 원 정도의 영업 흑자를 예상했으나, 실제로는 96억 원의 영업 손실이 발생했습니다. 
문장3. 2분기에 1,400억 원 정도의 영업 일회성 비용이 발생했으며, 이는 공정 지연과 초과 비용 때문으로 알려졌습니다. 
문장4. 한미반도체는 2분기 실적에서 영업이익 554억 원, 396% 증가를 기록했습니다. 
문장5. 한미반도체는 하반기에 빅다이본드를 통한 시스템 반도체 쪽으로의 포트폴리오 확장을 계획하고 있으며, 증설을 통해 2조 원까지 나아갈 수 있다고 밝혔습니다.

---
용어 설명 :
*컨센서스: 주식 시장에서 전문가들이 예측하는 기업의 실적, 경제 지표 등을 말함
*영업이익: 기업이 영업 활동을 통해 얻은 이익
*반도체주: 반도체 산업과 관련된 주식
*저가 매수: 주식 가격이 낮을 때 매수하는 것
*역레포: 중앙은행이 국채를 담보로 시중은행에 돈을 빌려주는 것
*이구환신: 중국 정부가 시행하는 정책으로, 오래된 물건을 새 것으로 교체하는 것을 장려하는 정책"
682,195870,해성디에스,p,e,Q,v,peQv,[189],189,2024-07-25 13:45:09,"뉴스 풀이: 
원·달러 환율이 장중 1388원까지 오르며 상승 폭을 확대했습니다. 달러화 약세와 엔화 급등에도 불구하고 원화 가치는 하락하고 있습니다. 간밤 뉴욕 증시 급락에 국내 증시도 위험선호 위축 분위기가 커지며 외국인 자금이 대거 이탈하며 환율이 상승 압력을 받고 있습니다.

25일 서울외국환중개에 따르면 이날 환율은 오후 1시 35분 기준 전 거래일 종가(1383.8원, 오후 3시 30분 기준)보다 2.65원 오른 1386.45원에서 거래되고 있습니다.

미국 경제 지표 부진과 엔화 강세로 인해 달러화는 약세입니다. 달러인덱스는 이날 새벽 12시 36분 기준 104.24를 기록하고 있습니다. 달러·엔 환율은 152엔대로 추가 하락하며 강세를 나타내고 있습니다.

국내 2분기 국내총생산(GDP)이 ‘역성장’하면서 원화에도 부담으로 작용하고 있습니다. 이날 한국은행에 따르면 2분기 GDP는 전분기 대비 0.2% 감소했습니다.

미국 2분기 GDP 성장률을 주시하고 있습니다. 시장에선 2.0% 성장을 전망해, 1분기(1.4%)와 비교해 확대될 것으로 보고 있습니다.

용어 설명 : 
*달러인덱스: 세계 주요 6개국 통화 대비 달러의 평균적 가치를 나타내는 지표
*GDP: 한 나라의 경제가 일정 기간 동안 생산한 재화와 용역의 시장 가치를 합산한 것으로, 경제 성장의 정도를 파악하는 데 사용됨
*역성장: 경제가 성장하지 못하고 감소하는 것을 의미함"
684,720,현대건설,P,e,q,V,PeqV,"[295, 335, 380, 427, 489, 577, 656, 718, 745, 820]",335,2024-07-24 15:40:14,"뉴스 풀이 : 
MSCI 한국지수 구성종목의 정기변경이 다가오면서 LS일렉트릭의 주가가 이틀 연속 강세를 보이고 있습니다. LS일렉트릭은 MSCI 8월 정기리뷰에서 편입이 예상되는 종목으로, 외국인과 기관의 관심이 쏠리고 있습니다.

용어 설명 :
* 모건스탠리캐피털인터내셔널(MSCI) : 미국의 투자은행 모건스탠리가 발표하는 세계 주가지수로, 전 세계를 대상으로 투자하는 대형 펀드들의 주요 운용 기준으로 사용됩니다.
* 정기변경 : MSCI 지수에 편입되는 종목이 일정 주기마다 변경되는 것을 말합니다.
* 편입예상 종목 : MSCI 지수에 편입될 가능성이 높은 종목을 말합니다.

기사에서 말하고자 하는 증권 또는 주식의 긍정/부정/중립 : 
편입예상 종목인 LS일렉트릭의 주가가 강세를 보이고 있으며, 외국인과 기관의 관심이 높아지고 있어 긍정적으로 볼 수 있습니다. 하지만, 편입예상 종목이 1곳에 불과하고, 편출종목이 1~4개로 예상되어 불확실성이 높아졌다는 지적도 있어 주의가 필요합니다."
687,64350,현대로템,p,E,q,v,pEqv,"[94, 220, 295, 324, 335, 363, 380, 421, 575, 603, 735, 828, 837]",324,2024-07-24 15:59:10,"뉴스 풀이 : 
방위산업을 하는 회사들의 주식이 계속해서 오르고 있어요. 한화에어로스페이스, 현대로템, 한화시스템이 52주 최고가를 기록했어요. 이 회사들은 무기를 만드는 회사인데, 무기를 다른 나라에 많이 팔아서 돈을 많이 벌고 있기 때문이에요. 그래서 주식 가격도 오르는 거에요.

용어 설명 : 
*방위산업 : 국가의 안전을 위해 무기나 장비를 생산하는 산업
*52주 최고가 : 주식 가격이 1년 중 가장 높은 가격
*어닝 서프라이즈 : 기업이 예상보다 많은 돈을 벌었을 때, 주식 가격이 오르는 현상"
689,12330,현대모비스,p,e,Q,v,peQv,"[94, 449, 635, 778]",94,2024-07-26 08:00:21,"뉴스 풀이 : 
미국 대선이 다가오는 가운데, 공화당 대선 후보인 도널드 트럼프 전 대통령이 '엔저 현상'을 비판하자 엔화 약세가 점차 완화되고 있습니다. 이에 엔화 반등에 대한 수혜를 기대할 수 있는 상장지수펀드(ETF)에 관심이 쏠리고 있습니다.

최근 한 달 동안 개인 투자자들은 미국 30년 국채에 투자하며 저평가된 엔화 상승에 베팅할 수 있는 'RISE 미국30년국채엔화노출(합성H)'을 129억원어치 순매수했습니다.

이는 트럼프 전 대통령이 엔화 약세를 문제삼자 엔화 가치가 상승세로 돌아선 영향으로 풀이됩니다.

그동안 '슈퍼 엔저'가 지속되면서 100엔당 850원대까지 추락했지만 해당 발언 이후 점차 오름세를 보이며 반등하기 시작했습니다. 전일 장중에는 911.13원까지 치솟았는데 이는 지난 2월 1일(912.82원) 이후 가장 높은 수준입니다.

업계에서는 각종 호재에 힘입어 엔화 강세가 일시적인 현상이 아닌 중장기적으로 이어질 것이란 전망이 우세합니다.

용어 설명 : 
*엔저 : 엔화의 가치가 떨어지는 현상
*상장지수펀드(ETF) : 특정 지수의 수익률을 추적하는 인덱스 펀드를 거래소에 상장시켜 주식처럼 거래할 수 있도록 한 펀드
*슈퍼 엔저 : 장기간 지속되는 엔화의 가치 하락 현상"
690,69960,현대백화점,p,e,q,V,peqV,[128],128,2024-07-25 18:25:09,"뉴스 풀이 : 
최근 엔화와 달러의 가치가 상승하면서 원화의 가치가 하락하고 있습니다. 25일 엔화 가치가 급등하면서 원·엔 재정환율은 장중 911원까지 올랐고, 원·달러 환율도 상승하며 원화 약세를 부추겼습니다. 이는 일본과 미국의 통화정책 전환점이 가까워졌다는 기대감이 엔화와 달러의 가치를 상승시킨 것으로 보입니다.

용어 설명 : 
*통화정책 : 한 나라의 화폐(돈)와 관련된 정책으로, 중앙은행이 화폐의 양이나 금리를 조절하여 경제를 안정시키고 성장을 촉진하는 정책입니다.
*재정환율 : 두 나라 통화 간의 환율을 간접적으로 계산한 환율입니다.
*트리거 : 경제에서 어떤 사건이 계기가 되어 급격한 변화를 일으키는 것을 말합니다."
692,17800,현대엘리베이,p,e,q,V,peqV,[94],94,2024-07-26 08:00:21,"뉴스 풀이 : 
미국 대선이 다가오는 가운데, 공화당 대선 후보인 도널드 트럼프 전 대통령이 '엔저 현상'을 비판하자 엔화 약세가 점차 완화되고 있습니다. 이에 엔화 반등에 대한 수혜를 기대할 수 있는 상장지수펀드(ETF)에 관심이 쏠리고 있습니다.

최근 한 달 동안 개인 투자자들은 미국 30년 국채에 투자하며 저평가된 엔화 상승에 베팅할 수 있는 'RISE 미국30년국채엔화노출(합성H)'을 129억원어치 순매수했습니다.

이는 트럼프 전 대통령이 엔화 약세를 문제삼자 엔화 가치가 상승세로 돌아선 영향으로 풀이됩니다.

그동안 '슈퍼 엔저'가 지속되면서 100엔당 850원대까지 추락했지만 해당 발언 이후 점차 오름세를 보이며 반등하기 시작했습니다. 전일 장중에는 911.13원까지 치솟았는데 이는 지난 2월 1일(912.82원) 이후 가장 높은 수준입니다.

업계에서는 각종 호재에 힘입어 엔화 강세가 일시적인 현상이 아닌 중장기적으로 이어질 것이란 전망이 우세합니다.

용어 설명 : 
*엔저 : 엔화의 가치가 떨어지는 현상
*상장지수펀드(ETF) : 특정 지수의 수익률을 추적하는 인덱스 펀드를 거래소에 상장시켜 주식처럼 거래할 수 있도록 한 펀드
*슈퍼 엔저 : 장기간 지속되는 엔화의 가치 하락 현상"
694,11210,현대위아,P,e,Q,v,PeQv,[409],409,2024-07-24 06:00:00,"뉴스 풀이: 
미국 대통령 선거에서 바이든 대통령이 후보를 사퇴한 이후, 카멀라 해리스 부통령이 주목받고 있습니다. 해리스 부통령은 환경 규제를 강조하고 마리화나 합법화를 주장하며, 전기차 보조금 관련 정책을 지속할 것으로 예상됩니다. 이에 따라 태양광, 풍력 관련 기업이나 탄소 중립 관련 기업, 의료용 대마 진출 기업, 전기차 및 배터리 관련주가 수혜를 입을 것으로 예상됩니다.

용어 설명 : 
* 트럼프 트레이드: 트럼프 대통령이 당선될 경우 수혜를 입을 것으로 예상되는 종목에 투자하는 것을 말합니다.
* 해리스 트레이드: 해리스 부통령이 당선될 경우 수혜를 입을 것으로 예상되는 종목에 투자하는 것을 말합니다.
* 탄소 중립: 이산화탄소를 배출한 만큼 이산화탄소를 흡수하여 이산화탄소의 실질적인 배출량을 '0'으로 만드는 것을 말합니다.
* 마리화나: 대마초의 잎과 꽃에서 얻어지는 마약류 물질로, 환각제로 사용됩니다.
* 가상자산: 디지털 형태의 화폐나 자산을 말합니다. 대표적인 가상자산으로는 비트코인, 이더리움 등이 있습니다."
